admission_grade,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,unemployment_rate,inflation_rate,gdp,target
128,0,0,0,0,1,0,20,0,9.4,-0.8,-3.12,Dropout
128,1,0,0,1,1,1,19,0,10.8,1.4,1.74,Graduate
107.2,1,0,0,1,1,0,19,0,7.6,2.6,0.32,Dropout
110.1,1,0,0,1,1,0,19,0,12.4,0.5,1.79,Graduate
119,0,0,1,1,1,0,23,0,15.5,2.8,-4.06,Dropout
155.5,0,0,0,1,1,0,47,0,12.7,3.7,-1.7,Dropout
118.4,0,0,0,1,1,0,19,0,16.2,0.3,-0.92,Graduate
141.2,1,0,0,1,1,0,19,0,11.1,0.6,2.02,Graduate
119.1,1,0,0,1,1,0,18,0,16.2,0.3,-0.92,Dropout
111,0,0,0,1,1,0,28,0,15.5,2.8,-4.06,Dropout
138.6,1,0,0,1,1,0,20,0,7.6,2.6,0.32,Dropout
121.2,0,0,0,1,1,1,18,0,15.5,2.8,-4.06,Enrolled
150.4,1,0,0,1,1,1,21,0,12.4,0.5,1.79,Graduate
117.8,0,0,0,1,1,0,19,0,10.8,1.4,1.74,Enrolled
102.5,0,0,1,0,1,0,24,0,16.2,0.3,-0.92,Dropout
110,0,0,0,1,1,0,24,0,16.2,0.3,-0.92,Enrolled
138.3,1,0,1,0,1,0,25,0,8.9,1.4,3.51,Enrolled
122.3,0,0,0,1,1,0,28,0,13.9,-0.3,0.79,Graduate
127.8,0,0,0,1,1,0,37,0,7.6,2.6,0.32,Enrolled
100,0,0,0,1,1,0,19,0,13.9,-0.3,0.79,Enrolled
126.4,1,0,0,1,1,1,18,0,11.1,0.6,2.02,Graduate
100,0,0,0,1,1,0,48,0,7.6,2.6,0.32,Dropout
117.1,1,0,0,1,1,0,21,0,8.9,1.4,3.51,Graduate
124.7,0,0,0,1,1,1,19,0,15.5,2.8,-4.06,Enrolled
124.1,0,0,0,1,1,1,21,0,9.4,-0.8,-3.12,Enrolled
129.4,1,0,1,0,1,0,23,0,13.9,-0.3,0.79,Dropout
138.9,1,0,0,1,1,0,18,0,10.8,1.4,1.74,Graduate
138.6,0,0,0,1,1,0,22,0,13.9,-0.3,0.79,Dropout
133.9,1,0,0,1,1,0,25,0,12.4,0.5,1.79,Dropout
140,0,0,1,1,1,0,27,0,11.1,0.6,2.02,Dropout
95.1,0,0,0,0,1,0,49,0,10.8,1.4,1.74,Dropout
128.2,0,0,0,0,1,0,31,0,12.7,3.7,-1.7,Dropout
121.5,0,0,0,1,1,0,54,0,16.2,0.3,-0.92,Dropout
120,1,0,1,0,1,0,25,0,11.1,0.6,2.02,Dropout
130,0,0,0,1,1,0,20,0,15.5,2.8,-4.06,Enrolled
120,0,0,0,1,1,0,28,0,12.7,3.7,-1.7,Dropout
107,0,0,0,1,1,0,41,0,12.7,3.7,-1.7,Graduate
116.1,0,0,0,1,1,1,19,0,11.1,0.6,2.02,Enrolled
114.4,0,0,0,1,1,0,22,0,15.5,2.8,-4.06,Dropout
157.7,0,0,0,1,1,0,34,0,15.5,2.8,-4.06,Dropout
150,0,0,1,0,1,0,28,0,11.1,0.6,2.02,Dropout
114.3,1,0,0,1,1,0,42,0,7.6,2.6,0.32,Enrolled
104.6,0,0,0,0,1,0,21,0,11.1,0.6,2.02,Enrolled
140,0,0,0,1,1,0,50,0,15.5,2.8,-4.06,Dropout
109.1,1,0,0,1,1,0,19,0,12.4,0.5,1.79,Dropout
120.6,0,0,0,1,1,0,18,0,16.2,0.3,-0.92,Dropout
161.9,0,0,0,1,1,0,59,0,16.2,0.3,-0.92,Dropout
140,1,0,0,0,1,0,33,0,7.6,2.6,0.32,Dropout
178,1,0,0,1,1,1,23,0,9.4,-0.8,-3.12,Graduate
138.3,0,0,0,1,1,0,44,0,13.9,-0.3,0.79,Dropout
128,1,0,0,1,1,0,37,0,9.4,-0.8,-3.12,Dropout
139,0,0,0,1,1,0,36,0,10.8,1.4,1.74,Dropout
113.2,0,0,0,0,1,0,22,0,7.6,2.6,0.32,Dropout
139,0,0,0,1,1,0,49,0,12.4,0.5,1.79,Graduate
110,1,0,0,1,1,0,23,0,11.1,0.6,2.02,Graduate
136.6,1,0,0,1,1,0,19,0,7.6,2.6,0.32,Enrolled
161.1,0,0,0,1,1,0,47,0,16.2,0.3,-0.92,Dropout
130,0,0,0,1,1,0,28,0,15.5,2.8,-4.06,Graduate
140,0,0,0,1,1,0,21,0,15.5,2.8,-4.06,Enrolled
121,0,0,1,0,1,0,21,0,8.9,1.4,3.51,Dropout
118.6,0,0,0,1,1,0,21,0,13.9,-0.3,0.79,Graduate
138.3,0,0,0,1,1,0,20,0,13.9,-0.3,0.79,Enrolled
115.8,0,0,0,0,1,0,49,0,10.8,1.4,1.74,Dropout
160,0,0,0,1,1,0,40,0,15.5,2.8,-4.06,Graduate
114.5,0,0,0,1,1,1,22,0,11.1,0.6,2.02,Graduate
117.5,0,0,0,1,1,0,19,0,15.5,2.8,-4.06,Enrolled
121.7,0,0,0,1,1,0,31,0,13.9,-0.3,0.79,Dropout
115,0,0,0,1,1,0,30,0,15.5,2.8,-4.06,Dropout
125.3,0,0,0,1,1,0,19,0,7.6,2.6,0.32,Graduate
131,0,0,0,1,1,0,22,0,9.4,-0.8,-3.12,Dropout
126.3,0,0,0,1,1,0,19,0,15.5,2.8,-4.06,Graduate
127.1,0,0,0,0,1,0,21,0,7.6,2.6,0.32,Dropout
138.4,0,0,0,1,1,0,19,0,11.1,0.6,2.02,Graduate
100,1,0,0,1,1,0,22,0,16.2,0.3,-0.92,Dropout
126.2,0,0,0,1,1,0,22,0,10.8,1.4,1.74,Graduate
118.8,0,0,0,1,1,0,19,0,9.4,-0.8,-3.12,Graduate
124.5,0,0,0,0,1,0,26,0,16.2,0.3,-0.92,Dropout
140,0,0,0,1,1,0,23,0,12.4,0.5,1.79,Enrolled
125.1,0,0,0,1,1,0,18,0,16.2,0.3,-0.92,Enrolled
118.8,0,0,1,1,1,1,22,0,15.5,2.8,-4.06,Enrolled
125.2,1,0,0,1,1,0,19,0,12.4,0.5,1.79,Enrolled
95,0,0,0,1,1,0,20,0,11.1,0.6,2.02,Dropout
107.6,1,0,0,1,1,1,22,0,7.6,2.6,0.32,Enrolled
140,1,0,0,0,1,0,18,0,12.7,3.7,-1.7,Dropout
125.4,0,0,0,1,1,0,39,0,10.8,1.4,1.74,Dropout
128,0,0,0,1,1,0,18,0,10.8,1.4,1.74,Dropout
129.3,0,0,0,1,1,1,18,0,8.9,1.4,3.51,Graduate
152,0,0,0,1,1,1,19,0,13.9,-0.3,0.79,Graduate
128.8,0,0,0,1,1,0,18,0,12.4,0.5,1.79,Graduate
152.8,1,0,0,1,1,1,18,0,7.6,2.6,0.32,Dropout
150,1,0,0,1,1,0,22,0,10.8,1.4,1.74,Graduate
112,0,0,0,1,1,0,19,0,12.4,0.5,1.79,Graduate
135.6,1,0,0,1,1,0,18,0,12.7,3.7,-1.7,Dropout
134.4,0,0,1,0,1,0,31,0,16.2,0.3,-0.92,Dropout
120.5,0,0,0,1,1,0,28,0,12.7,3.7,-1.7,Dropout
141.4,0,0,0,1,1,0,19,0,15.5,2.8,-4.06,Dropout
145.2,0,0,0,1,1,0,20,0,16.2,0.3,-0.92,Graduate
140,0,0,0,1,1,0,50,0,8.9,1.4,3.51,Dropout
100,0,0,0,1,1,0,38,0,13.9,-0.3,0.79,Enrolled
140,1,0,0,1,1,0,31,0,9.4,-0.8,-3.12,Dropout
126,1,0,0,1,1,0,27,0,7.6,2.6,0.32,Enrolled
112.6,1,0,0,1,1,0,21,0,12.7,3.7,-1.7,Graduate
106.8,0,0,0,1,1,0,34,0,8.9,1.4,3.51,Dropout
121.6,1,0,0,1,1,0,19,0,7.6,2.6,0.32,Enrolled
120,1,0,0,0,1,0,40,0,9.4,-0.8,-3.12,Dropout
160.6,1,0,0,1,1,1,18,0,12.7,3.7,-1.7,Graduate
130,0,0,1,0,1,1,46,0,15.5,2.8,-4.06,Dropout
110,0,0,0,1,1,0,37,0,7.6,2.6,0.32,Dropout
110,1,0,0,1,1,0,31,0,16.2,0.3,-0.92,Dropout
145.8,0,0,0,1,1,0,34,0,12.4,0.5,1.79,Graduate
130.2,1,0,0,1,1,1,18,0,9.4,-0.8,-3.12,Dropout
122.3,0,0,0,1,1,1,18,0,12.4,0.5,1.79,Graduate
125.4,1,0,0,1,1,1,19,0,11.1,0.6,2.02,Graduate
130,0,0,0,1,1,0,40,0,15.5,2.8,-4.06,Dropout
150,0,0,0,1,1,0,25,0,12.4,0.5,1.79,Dropout
116.9,1,0,1,1,1,0,20,0,11.1,0.6,2.02,Dropout
114.7,0,0,0,1,1,0,20,0,11.1,0.6,2.02,Enrolled
95.8,1,0,0,0,1,0,43,0,15.5,2.8,-4.06,Dropout
133.1,1,0,0,1,1,0,18,0,7.6,2.6,0.32,Enrolled
150,0,0,0,1,1,0,35,0,15.5,2.8,-4.06,Graduate
118.5,0,0,0,1,1,0,23,0,7.6,2.6,0.32,Graduate
131.1,0,0,0,1,1,0,19,0,12.4,0.5,1.79,Graduate
150.3,1,0,0,1,1,1,21,0,8.9,1.4,3.51,Graduate
120.5,0,0,0,1,1,0,19,0,13.9,-0.3,0.79,Enrolled
105.6,1,0,0,1,1,0,20,0,12.4,0.5,1.79,Graduate
125.3,0,1,0,1,1,1,30,0,12.4,0.5,1.79,Dropout
131,1,0,0,1,1,0,44,0,12.4,0.5,1.79,Graduate
127,0,0,0,1,1,0,19,0,12.7,3.7,-1.7,Graduate
150,1,0,0,1,1,0,22,0,16.2,0.3,-0.92,Graduate
149.2,0,0,0,1,1,0,18,0,7.6,2.6,0.32,Graduate
121.5,1,0,0,1,1,1,21,0,12.7,3.7,-1.7,Graduate
137.3,0,0,0,1,1,0,18,0,7.6,2.6,0.32,Dropout
119.6,1,0,0,1,1,0,18,0,11.1,0.6,2.02,Graduate
141.5,0,0,0,1,1,0,19,0,7.6,2.6,0.32,Graduate
150,1,0,0,1,1,0,21,0,16.2,0.3,-0.92,Dropout
110,0,0,0,1,1,0,31,0,16.2,0.3,-0.92,Graduate
110.2,1,0,0,1,1,0,21,0,9.4,-0.8,-3.12,Dropout
110.3,0,0,1,1,1,0,24,0,8.9,1.4,3.51,Enrolled
120,0,0,0,1,1,0,27,0,9.4,-0.8,-3.12,Dropout
114.2,1,0,0,1,1,0,20,0,12.4,0.5,1.79,Graduate
140,1,0,0,1,1,0,22,0,10.8,1.4,1.74,Enrolled
132.8,0,0,0,1,1,1,19,0,15.5,2.8,-4.06,Enrolled
121.5,1,0,0,1,1,0,19,0,8.9,1.4,3.51,Graduate
127.2,1,0,1,1,1,0,23,0,11.1,0.6,2.02,Enrolled
128.2,1,0,0,1,1,0,18,0,12.4,0.5,1.79,Graduate
133.4,1,0,0,0,1,0,29,0,11.1,0.6,2.02,Enrolled
120,1,0,0,1,1,0,29,0,10.8,1.4,1.74,Dropout
140,0,0,0,1,1,0,20,0,16.2,0.3,-0.92,Enrolled
136.9,1,0,0,1,1,1,19,0,9.4,-0.8,-3.12,Graduate
117,1,1,0,1,1,0,22,0,10.8,1.4,1.74,Enrolled
110.7,1,0,0,1,1,0,20,0,11.1,0.6,2.02,Enrolled
160,1,0,0,1,1,0,24,0,9.4,-0.8,-3.12,Enrolled
95,0,0,0,0,1,0,21,0,12.7,3.7,-1.7,Dropout
148.8,0,0,0,1,1,1,25,0,12.7,3.7,-1.7,Graduate
110,0,0,0,0,1,0,32,0,9.4,-0.8,-3.12,Dropout
133.9,0,0,0,0,1,0,26,0,7.6,2.6,0.32,Dropout
125.7,1,0,0,1,1,1,18,0,12.4,0.5,1.79,Graduate
116.6,0,0,0,1,1,1,19,0,16.2,0.3,-0.92,Graduate
141,1,0,0,1,1,1,19,0,12.4,0.5,1.79,Graduate
130,0,0,0,1,1,0,27,0,11.1,0.6,2.02,Dropout
130,0,0,1,1,1,0,21,0,8.9,1.4,3.51,Enrolled
115.8,0,0,0,1,1,0,20,0,13.9,-0.3,0.79,Enrolled
140,1,0,0,1,1,0,21,0,12.4,0.5,1.79,Graduate
126.1,1,0,0,1,1,0,22,0,9.4,-0.8,-3.12,Enrolled
137.5,1,0,1,0,1,0,19,0,12.7,3.7,-1.7,Graduate
120.8,1,0,0,1,1,1,18,0,11.1,0.6,2.02,Dropout
136.5,0,0,0,1,1,0,28,0,13.9,-0.3,0.79,Dropout
122,0,0,1,0,1,0,25,0,15.5,2.8,-4.06,Dropout
130,0,0,0,1,1,0,25,0,15.5,2.8,-4.06,Dropout
126.3,0,0,0,1,1,0,18,0,8.9,1.4,3.51,Enrolled
98,0,0,0,1,1,0,26,0,10.8,1.4,1.74,Dropout
121,1,0,0,1,1,1,18,0,13.9,-0.3,0.79,Graduate
124.2,1,0,0,1,1,0,22,0,15.5,2.8,-4.06,Enrolled
130,0,0,0,1,1,0,25,0,16.2,0.3,-0.92,Dropout
136.1,1,0,0,1,1,0,19,0,8.9,1.4,3.51,Enrolled
132.8,1,0,0,1,1,0,19,0,13.9,-0.3,0.79,Graduate
126.3,0,0,0,1,1,0,19,0,16.2,0.3,-0.92,Graduate
111.5,0,0,0,1,1,0,45,0,10.8,1.4,1.74,Dropout
118.2,0,0,0,1,1,0,52,0,7.6,2.6,0.32,Graduate
115.6,1,0,0,0,1,0,20,0,9.4,-0.8,-3.12,Dropout
117.8,1,0,0,1,1,0,19,0,10.8,1.4,1.74,Graduate
127,0,0,1,0,1,0,21,0,12.4,0.5,1.79,Dropout
140,0,0,0,0,1,0,35,0,9.4,-0.8,-3.12,Graduate
106,1,0,0,1,1,0,36,0,7.6,2.6,0.32,Graduate
151,0,0,1,0,1,0,47,0,15.5,2.8,-4.06,Dropout
106.4,0,0,0,1,1,0,22,0,8.9,1.4,3.51,Dropout
125.3,1,0,0,1,1,0,41,0,7.6,2.6,0.32,Dropout
130,0,0,0,1,1,0,26,0,10.8,1.4,1.74,Dropout
116,0,0,0,0,0,0,51,0,10.8,1.4,1.74,Dropout
120,0,0,0,1,0,0,43,0,9.4,-0.8,-3.12,Enrolled
100,1,0,0,1,0,0,41,0,7.6,2.6,0.32,Graduate
118.5,1,0,0,1,1,0,23,0,7.6,2.6,0.32,Graduate
118.9,1,0,0,1,1,0,22,0,9.4,-0.8,-3.12,Dropout
119.3,1,1,0,1,1,1,25,0,12.7,3.7,-1.7,Dropout
135.8,1,0,0,1,1,0,25,0,9.4,-0.8,-3.12,Graduate
130,1,0,0,0,1,1,22,0,8.9,1.4,3.51,Graduate
129.8,0,0,0,1,1,0,24,1,8.9,1.4,3.51,Enrolled
150,0,0,0,1,1,0,47,0,16.2,0.3,-0.92,Dropout
111.9,1,0,0,1,1,0,41,0,7.6,2.6,0.32,Dropout
150.1,1,0,0,1,1,0,43,0,13.9,-0.3,0.79,Graduate
130,0,0,0,1,1,0,29,0,16.2,0.3,-0.92,Dropout
128,0,0,0,1,1,0,30,0,7.6,2.6,0.32,Dropout
102.5,0,0,0,0,1,0,26,0,12.7,3.7,-1.7,Dropout
102.5,0,0,0,0,1,0,27,0,15.5,2.8,-4.06,Dropout
110,0,0,0,1,1,1,36,0,9.4,-0.8,-3.12,Graduate
114,0,0,0,1,1,0,29,0,15.5,2.8,-4.06,Dropout
128.2,1,0,0,1,1,0,35,0,9.4,-0.8,-3.12,Dropout
116.5,0,0,0,1,1,1,18,0,10.8,1.4,1.74,Graduate
149.3,0,0,0,1,1,1,24,0,8.9,1.4,3.51,Graduate
134.1,1,0,0,1,1,1,18,0,10.8,1.4,1.74,Dropout
126.6,1,0,0,1,1,0,18,0,7.6,2.6,0.32,Enrolled
120,0,0,0,1,1,0,21,0,9.4,-0.8,-3.12,Enrolled
133.5,1,0,0,1,1,0,21,0,9.4,-0.8,-3.12,Graduate
110,0,0,0,1,1,0,32,0,15.5,2.8,-4.06,Graduate
107.5,1,0,0,1,1,1,22,0,11.1,0.6,2.02,Dropout
130,1,0,0,0,1,0,32,0,15.5,2.8,-4.06,Dropout
111.6,0,0,0,1,1,0,35,0,9.4,-0.8,-3.12,Dropout
101,1,0,0,0,1,0,23,0,8.9,1.4,3.51,Dropout
108.3,0,0,0,1,1,0,39,0,7.6,2.6,0.32,Enrolled
128.2,0,0,0,1,1,0,35,0,9.4,-0.8,-3.12,Dropout
150,0,0,0,1,1,0,32,0,16.2,0.3,-0.92,Graduate
142.8,0,0,0,1,1,0,20,0,7.6,2.6,0.32,Dropout
100,0,0,0,1,1,0,34,0,16.2,0.3,-0.92,Enrolled
150,1,0,0,1,1,0,44,0,8.9,1.4,3.51,Dropout
156.5,0,0,0,1,1,0,53,0,16.2,0.3,-0.92,Graduate
98.6,0,0,1,0,1,0,28,0,12.4,0.5,1.79,Dropout
130,0,0,0,1,1,0,31,0,12.7,3.7,-1.7,Dropout
118.1,0,0,1,0,1,0,18,0,9.4,-0.8,-3.12,Enrolled
120,0,0,1,0,1,0,44,0,15.5,2.8,-4.06,Dropout
127.7,1,0,0,1,1,0,19,0,12.7,3.7,-1.7,Graduate
130,0,0,0,1,1,0,21,1,8.9,1.4,3.51,Enrolled
147.7,0,0,0,1,1,1,18,0,9.4,-0.8,-3.12,Dropout
170,1,0,0,1,1,0,20,0,16.2,0.3,-0.92,Graduate
110.2,0,0,0,1,1,0,55,0,11.1,0.6,2.02,Graduate
146.4,0,0,0,1,1,0,27,0,7.6,2.6,0.32,Enrolled
121,0,0,0,1,1,0,19,0,12.4,0.5,1.79,Dropout
129.9,0,0,0,1,1,0,18,0,12.4,0.5,1.79,Graduate
132,0,0,0,1,1,0,43,0,15.5,2.8,-4.06,Dropout
125.9,1,0,0,1,1,0,18,0,13.9,-0.3,0.79,Dropout
165.7,1,0,0,1,1,0,18,0,9.4,-0.8,-3.12,Dropout
122.7,1,0,1,1,1,1,20,0,8.9,1.4,3.51,Dropout
141.4,0,0,1,0,1,0,29,0,10.8,1.4,1.74,Dropout
156.4,1,0,1,1,1,0,44,0,13.9,-0.3,0.79,Dropout
148.5,1,0,0,1,1,0,18,0,10.8,1.4,1.74,Enrolled
140,0,0,0,1,1,1,20,0,15.5,2.8,-4.06,Enrolled
131.7,1,0,0,1,1,0,20,0,12.4,0.5,1.79,Dropout
104.7,1,0,0,1,1,0,36,0,10.8,1.4,1.74,Dropout
150,1,0,0,1,1,0,19,0,13.9,-0.3,0.79,Enrolled
110,0,0,0,0,1,0,29,0,12.7,3.7,-1.7,Dropout
129.1,1,0,0,1,1,0,18,0,10.8,1.4,1.74,Dropout
120,0,0,0,0,1,0,24,0,13.9,-0.3,0.79,Dropout
127,0,0,0,1,1,0,20,0,15.5,2.8,-4.06,Graduate
151.5,0,0,1,0,1,0,45,0,16.2,0.3,-0.92,Dropout
126.8,1,0,0,1,1,1,28,0,7.6,2.6,0.32,Graduate
140.8,1,0,0,1,1,0,23,0,7.6,2.6,0.32,Enrolled
125.6,1,0,0,1,1,0,18,0,12.4,0.5,1.79,Graduate
127.8,1,0,0,1,1,0,23,0,9.4,-0.8,-3.12,Dropout
120,1,0,0,1,1,0,22,0,7.6,2.6,0.32,Enrolled
131.3,0,0,0,1,1,1,22,0,12.4,0.5,1.79,Graduate
155.7,0,0,0,1,1,0,33,0,10.8,1.4,1.74,Graduate
128.5,0,0,0,1,1,0,21,0,8.9,1.4,3.51,Graduate
170,0,0,0,1,1,0,45,0,15.5,2.8,-4.06,Graduate
100,0,0,0,0,1,0,44,0,15.5,2.8,-4.06,Dropout
107.2,0,0,0,1,1,0,42,0,12.7,3.7,-1.7,Dropout
139.3,1,0,0,1,1,0,20,0,12.4,0.5,1.79,Dropout
123.2,1,0,0,1,1,0,20,0,9.4,-0.8,-3.12,Enrolled
122.3,1,0,0,1,1,1,20,0,8.9,1.4,3.51,Graduate
127.9,1,0,0,1,1,0,20,0,9.4,-0.8,-3.12,Enrolled
120.3,0,0,0,1,1,0,19,0,8.9,1.4,3.51,Enrolled
128.5,0,0,1,0,1,0,26,0,12.4,0.5,1.79,Dropout
150,0,0,0,1,1,0,31,0,13.9,-0.3,0.79,Graduate
136.1,0,0,1,1,1,1,19,0,16.2,0.3,-0.92,Graduate
128,1,0,0,1,1,0,28,0,7.6,2.6,0.32,Graduate
158.1,1,0,0,1,1,1,20,0,10.8,1.4,1.74,Graduate
108.7,1,0,0,1,0,0,43,0,9.4,-0.8,-3.12,Graduate
110,0,0,0,1,1,1,25,1,15.5,2.8,-4.06,Dropout
120,0,1,1,1,0,0,40,0,16.2,0.3,-0.92,Dropout
150,0,0,0,1,0,0,20,1,12.4,0.5,1.79,Graduate
113,0,0,0,1,0,0,46,0,11.1,0.6,2.02,Graduate
118.6,0,0,0,1,0,0,26,0,8.9,1.4,3.51,Graduate
148.8,0,0,0,1,0,1,34,0,12.4,0.5,1.79,Graduate
120.3,1,0,0,1,0,0,19,0,10.8,1.4,1.74,Dropout
127,1,0,0,1,0,1,18,0,12.7,3.7,-1.7,Graduate
113.8,1,0,0,1,0,0,18,0,12.7,3.7,-1.7,Graduate
108,0,0,0,1,1,1,37,0,13.9,-0.3,0.79,Graduate
129.1,0,0,0,1,1,1,23,0,9.4,-0.8,-3.12,Graduate
135.9,0,0,0,1,1,0,26,0,15.5,2.8,-4.06,Graduate
154.4,1,0,0,0,0,0,18,1,10.8,1.4,1.74,Dropout
190,1,0,0,1,0,0,18,1,12.4,0.5,1.79,Enrolled
132.5,1,0,0,1,0,0,19,0,11.1,0.6,2.02,Graduate
163.3,0,0,0,1,0,0,18,1,12.4,0.5,1.79,Graduate
122.5,1,0,0,1,0,0,19,0,8.9,1.4,3.51,Dropout
121,1,0,0,1,1,0,20,1,8.9,1.4,3.51,Enrolled
131.8,0,0,0,1,0,1,22,0,9.4,-0.8,-3.12,Graduate
135,1,0,0,1,0,1,18,0,12.7,3.7,-1.7,Graduate
141.7,0,0,0,1,0,1,18,0,13.9,-0.3,0.79,Graduate
131.3,1,0,0,1,0,1,18,0,8.9,1.4,3.51,Graduate
123.9,1,0,0,1,0,1,18,0,12.4,0.5,1.79,Graduate
126.1,1,0,0,1,0,0,18,0,8.9,1.4,3.51,Graduate
126.5,1,0,0,1,0,1,19,0,11.1,0.6,2.02,Graduate
107.3,0,0,0,1,0,0,20,0,15.5,2.8,-4.06,Dropout
95,1,0,0,1,0,1,19,0,15.5,2.8,-4.06,Dropout
116.1,1,0,0,1,0,0,18,0,15.5,2.8,-4.06,Graduate
134.6,1,0,0,1,0,1,18,0,12.4,0.5,1.79,Dropout
128,1,0,0,1,0,1,18,0,11.1,0.6,2.02,Graduate
144.2,1,0,0,1,0,0,18,0,12.4,0.5,1.79,Graduate
129.5,0,0,0,1,0,1,18,0,10.8,1.4,1.74,Graduate
116.8,1,0,1,1,0,0,18,0,16.2,0.3,-0.92,Graduate
160,0,0,0,1,0,1,20,0,16.2,0.3,-0.92,Graduate
127.1,1,0,0,1,0,1,19,0,9.4,-0.8,-3.12,Graduate
126.3,1,0,0,1,0,1,18,0,8.9,1.4,3.51,Enrolled
112.9,1,0,0,1,0,1,19,0,12.4,0.5,1.79,Graduate
130.2,1,0,0,1,0,0,19,0,12.7,3.7,-1.7,Enrolled
100,0,0,0,1,0,0,19,1,9.4,-0.8,-3.12,Enrolled
121.6,0,0,0,1,0,0,19,0,12.4,0.5,1.79,Graduate
130,0,1,1,1,0,0,20,1,8.9,1.4,3.51,Graduate
121.7,1,0,0,1,0,1,18,0,10.8,1.4,1.74,Graduate
120,0,0,0,1,0,0,33,0,12.4,0.5,1.79,Dropout
143.5,0,0,0,1,0,1,19,0,13.9,-0.3,0.79,Dropout
128.3,0,0,0,1,0,1,18,0,15.5,2.8,-4.06,Graduate
111.9,0,0,0,1,0,0,19,0,8.9,1.4,3.51,Dropout
140,0,0,0,1,0,0,19,0,15.5,2.8,-4.06,Enrolled
137.6,1,0,0,1,0,0,18,0,12.4,0.5,1.79,Graduate
135,1,0,0,1,0,0,20,0,10.8,1.4,1.74,Graduate
133.8,1,0,0,1,0,0,19,0,9.4,-0.8,-3.12,Graduate
126.9,1,0,0,1,1,1,18,0,9.4,-0.8,-3.12,Graduate
106.7,1,0,1,1,1,1,19,0,13.9,-0.3,0.79,Dropout
145.7,1,0,0,1,0,0,25,1,13.9,-0.3,0.79,Graduate
153.1,1,0,0,1,0,1,20,0,12.7,3.7,-1.7,Enrolled
118.7,0,0,0,1,0,0,19,0,12.7,3.7,-1.7,Graduate
161.8,1,0,1,1,1,0,33,0,7.6,2.6,0.32,Dropout
124.9,1,0,1,1,1,0,18,0,8.9,1.4,3.51,Enrolled
150.8,1,0,0,1,1,0,18,0,7.6,2.6,0.32,Enrolled
130,0,0,0,1,0,0,19,1,11.1,0.6,2.02,Graduate
163.6,1,0,0,1,0,0,18,0,12.4,0.5,1.79,Enrolled
115,0,0,0,1,0,0,19,0,13.9,-0.3,0.79,Enrolled
136.8,1,0,0,1,0,0,18,0,11.1,0.6,2.02,Dropout
130.9,1,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
127,1,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Graduate
120,0,0,0,1,0,0,37,0,16.2,0.3,-0.92,Dropout
126,0,0,0,1,0,0,20,0,9.4,-0.8,-3.12,Enrolled
153.8,1,0,0,1,0,1,20,1,10.8,1.4,1.74,Graduate
140,0,0,0,1,1,0,21,1,11.1,0.6,2.02,Graduate
136.6,0,0,0,1,0,1,18,0,12.4,0.5,1.79,Graduate
105,0,0,0,1,0,0,26,0,15.5,2.8,-4.06,Enrolled
139.4,0,0,1,1,0,0,41,0,7.6,2.6,0.32,Enrolled
140,1,0,0,1,0,1,18,0,16.2,0.3,-0.92,Graduate
130.8,0,0,1,1,0,0,18,0,9.4,-0.8,-3.12,Graduate
138.8,1,0,0,1,0,0,31,0,11.1,0.6,2.02,Graduate
110,0,0,1,1,0,0,23,0,12.7,3.7,-1.7,Graduate
127.8,1,0,0,1,0,0,19,0,7.6,2.6,0.32,Graduate
134.2,1,0,0,1,0,1,20,0,11.1,0.6,2.02,Graduate
143,0,0,0,1,0,0,40,0,12.7,3.7,-1.7,Graduate
120,1,0,1,1,0,0,32,0,16.2,0.3,-0.92,Dropout
113.2,1,0,0,1,0,0,24,0,10.8,1.4,1.74,Dropout
135.8,1,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
143.5,0,0,0,1,0,0,18,0,10.8,1.4,1.74,Graduate
148.9,1,0,0,1,0,1,18,0,10.8,1.4,1.74,Graduate
115.6,1,0,0,0,0,0,27,0,15.5,2.8,-4.06,Dropout
159.3,0,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
138.5,0,0,0,1,0,0,26,0,12.7,3.7,-1.7,Enrolled
133.2,1,0,0,1,0,0,19,0,7.6,2.6,0.32,Graduate
117.6,1,0,0,1,0,0,19,0,7.6,2.6,0.32,Graduate
108.7,1,0,0,1,0,0,21,0,9.4,-0.8,-3.12,Enrolled
106,1,0,0,1,0,0,24,0,12.7,3.7,-1.7,Enrolled
122.6,0,0,0,1,0,0,20,0,12.7,3.7,-1.7,Dropout
127.4,1,0,0,1,0,0,18,0,10.8,1.4,1.74,Enrolled
100,0,0,0,1,0,0,30,0,11.1,0.6,2.02,Dropout
95,1,0,1,0,0,0,22,0,11.1,0.6,2.02,Enrolled
130,0,0,0,1,0,0,21,0,10.8,1.4,1.74,Graduate
122.8,0,0,0,1,0,0,26,0,13.9,-0.3,0.79,Dropout
115,1,0,0,1,0,0,23,0,9.4,-0.8,-3.12,Enrolled
145.9,0,0,0,1,0,1,18,0,16.2,0.3,-0.92,Graduate
143,1,0,1,1,0,0,21,0,12.7,3.7,-1.7,Dropout
100,0,0,0,1,0,1,18,0,13.9,-0.3,0.79,Dropout
